district_std,filename,ps_name_t13n,main_town_t13n,village_cand_1_std,village_cand_2_std
hi jayapur,A040_A040073,73kootapoothalee,kootapoothalee,kootapoothalee,kootapoothalee
prathaapagadh,A172_A172127,127keetakhedee,keetakhedee,keetakhedee,keetakhedee
8toumk,A096_A096120,120toomk,toomk,toomk,toomk
joodhapur,A130_A130193,193khaaraaberaa puroohithaan,khaaraa beraa pooroohithaan,khaaraa beraa pooroohithaan,khaaraaberaa puroohithaan
karoulee,A082_A082015,15badaletaa khurd,badaletaa kh‌൦൦ardad,badaletaa khardad,badaletaa khurd
udayapur,A156_A156159,159sallaad഼aa,salal‍laadaa,salallaadaa,sallaadaa
prathaapagadh,A172_A172073,73soorajapaal prathaapagadh,prathaapagadh഼,prathaapagadh,soorajapaal prathaapagadh
hi suajhhun,A027_A027230,230bhad഼andaa kalaam,bhadundaa kalaa,bhadundaa kalaa,bhadandaa kalaam
beekaaner,A012_A012002,WT TAT,Ballar,ballar,wt tat
kootaa,A192_A192126,126dudakalee,dud഼akalee,dudakalee,dudakalee
toumk,A094_A094201,mathadaan kendr kaa bhavan evam pathaa  :,०pamvaaliyaa,pamvaaliyaa,NA
seekar,A039_A039209,209ajeethagadh഼,ajeethagadh,ajeethagadh,ajeethagadh
hanumaanagadh,A007_A007100,100khaaraa Ast,1seedeeaar (khaaraakhed഼aa,seedeeaar khaaraakhedaa,khaaraa ast
beekaaner,A014_A014186,186beekaaner,beekaaner,beekaaner,beekaaner
gamgaanagar,A004_A004081,81jaithasar,JETSAR,jetsar,jaithasar
savaaeemaadhoopur,A092_A092189,189Weasel qe,savaaee maadhoopur,savaaee maadhoopur,weasel qe
ajamer,A099_A099213,mathadaan kendr kaa bhavan evam pathaa  :,douraaee (graameen,douraaee graameen,NA
suajhhunoo,A031_A031122,122beelavaa,beelavaa,beelavaa,beelavaa
hi bharathapur,A071_A071159,159paatakaa,Pathaka,pathaka,paatakaa
gamgaanagar,A006_A006179,"179 1esaelakesee-see, jaalavaalee",see,see,esaelakeseesee jaalavaalee
jayapur,A045_A045200,200saamvaa kaa baas,saavaa kaa baas,saavaa kaa baas,saamvaa baas
chiththoudagadh,A168_A168273,mathadaan kendr kaa bhavan evam pathaa  :,०raavathabhaataa,raavathabhaataa,NA
gamgaanagar,A006_A006029,29anoopagadh഼,anoopagadh഼,anoopagadh,anoopagadh
ajamer,A101_A101071,mathadaan kendr kaa bhavan evam pathaa  :,ajamer (nagar nigam,ajamer nagar nigam,NA
raajasamand,A176_A176077,mathadaan kendr kaa bhavan evam pathaa  :,naathadvaaraa,naathadvaaraa,NA
booadee,A186_A186172,172aibaraa,aibaraa,aibaraa,aibaraa
chiththoudagadh,A168_A168289,mathadaan kendr kaa bhavan evam pathaa  :,०raavathabhaataa,raavathabhaataa,NA
karoulee,A081_A081182,182aamdhiyaakhedaa,aaamdhiyaakhedaa,aaamdhiyaakhedaa,aamdhiyaakhedaa
paalee,A117_A117246,246haajeevaas,haajeevaas,haajeevaas,haajeevaas
jayapur,A046_A046053,53gest APTA,bamsee naagaa,bamsee naagaa,gest apta
alavar,A064_A064048,48naathoosar,Nathoosar,nathoosar,naathoosar
baadamer,A138_A138173,173melee,melee,melee,melee
jaalour,A141_A141057,57VAT,Rama,rama,57vat
suajhhunoo,A025_A025079,79kaajee,kaajee,kaajee,kaajee
bheelavaadaa,A182_A182232,232sarasadee,sarasadee,sarasadee,sarasadee
alavar,A062_A062166,mathadaan kendr,baharood഼,baharood,NA
beekaaner,A015_A015251,251kilachoo devadaan,Kilchoo Deodan,kilchoo deodan,kilachoo devadaan
baadamer,A136_A136158,158khivaaliyaa naadaa,khivaaliyaa naadaa,khivaaliyaa naadaa,khivaaliyaa naadaa
hanumaanagadh,A009_A009053,53lougavaalaa  (3el jee dablyoo,loomgavaalaa,loomgavaalaa,lougavaalaa el jee dablyoo
ajamer,A103_A103040,"40mootheepuraa,byaavar",byaavar,byaavar,mootheepuraabyaavar
baamsavaadaa,A162_A162055,55doomgalaavaanee,doomgalaavaanee,doomgalaavaanee,doomgalaavaanee
beekaaner,A012_A012056,56raajakeey maadhyamik vidhaalay kundal,kundal,kundal,raajakeey vidhaalay kundal
bharathapur,A070_A070216,216sabalaanaa,Sablana,sablana,sabalaanaa
hi alavar,A061_A061086,86seelagaamv,Seel Gaon,seel gaon,seelagaamv
jaalour,A141_A141097,97goodan,Godan,godan,goodan
naagour,A114_A114195,195bhoothaas,bhoothaas,bhoothaas,bhoothaas
seekar,A037_A037240,240Sloss get Chat,reemgas,reemgas,sloss get chat
baadamer,A140_A140188,188loohamarood഼oo kaa thalaa,:,NA,loohamaroodoo thalaa
chooru,A021_A021066,66bandhanaaoo utharaadaa,bhaanudaa utharaadaa,bhaanudaa utharaadaa,bandhanaaoo utharaadaa
gamgaanagar,A006_A006087,87 18pee,18pee,18pee,pee
naagour,A113_A113180,180mindakiyaa,mimdakiyaa,mimdakiyaa,mindakiyaa
suajhhunoo,A026_A026144,144chithoosaa,chithoosaa,chithoosaa,chithoosaa
h jaisalamer,A132_A132181,181siyaaloom kee basthee,siyaaloo kee basthee,siyaaloo kee basthee,siyaaloom basthee
udayapur,A156_A156171,171nimach,nimach,nimach,nimach
8savaaeemaadhoopur,A090_A090074,74dibasyaa,Dibsya,dibsya,dibasyaa
bheelavaadaa,A181_A181100,100West,bhatedaa,bhatedaa,west
seekar,A036_A036124,124khaatheevaas,khaatheevaas,khaatheevaas,khaatheevaas
booadee,A185_A185244,244ke.paatan,kesooraayapaatan,kesooraayapaatan,kepaatan
ajamer,A101_A101116,mathadaan kendr kaa bhavan evam pathaa  :,ajamer (nagar nigam,ajamer nagar nigam,NA
suajhhunoo,A026_A026137,137Tera,buhaanaa,buhaanaa,tera
jaisalamer,A133_A133162,162bhaimsadaa  ॥,bhesadaa,bhesadaa,bhaimsadaa
naagour,A107_A107199,199khaakhoolee,khaakhoolee,khaakhoolee,khaakhoolee
chiththoudagadh,A168_A168206,206uththainakalaam,uththenakalaam,uththenakalaam,uththainakalaam
seekar,A037_A037219,219bhoopathapuraa,bhoopathapuraa,bhoopathapuraa,bhoopathapuraa
jaalour,A143_A143122,122kiravaalaa,Kirwala,kirwala,kiravaalaa
suajhhunoo,A029_A029092,92puniyoom kee dh഼aanee,puniyoom kee dhaanee,puniyoom kee dhaanee,puniyoom dhaanee
suajhhun,A027_A027042,42jhhunjhhunoo,jhhujhhanoom,jhhujhhanoom,jhhunjhhunoo
jayapur,A040_A040129,129daamthil,daamthil,daamthil,daamthil
h toumk,A097_A097113,113doonee,at,NA,doonee
hi suajhhun,A028_A028209,209mandaavaa,gaamv mandaavaa,gaamv mandaavaa,mandaavaa
naagour,A107_A107145,145pyaavaaഁ,pyaavaa,pyaavaa,pyaavaa
paalee,A116_A116089,89jaithaaran,jaithaaran,jaithaaran,jaithaaran
ajamer,A104_A104046,46choodasiyaa,choodasiyaa,choodasiyaa,choodasiyaa
baadamer,A137_A137065,65jasool,Jasol,jasol,jasool
jaalour,A145_A145007,7kiloopiyaa,Kiloopiya,kiloopiya,kiloopiyaa
hanumaanagadh,A009_A009025,25 3echnadee൦apee൦,haradayaalapuraa,haradayaalapuraa,echnadeeapee
jaalour,A144_A144169,169laalaasar,Lalasar,lalasar,laalaasar
h seekar,A039_A039172,172mundaroo,०moondaroo,moondaroo,mundaroo
ajamer,A105_A105094,94kasaanaa,kasaanaa,kasaanaa,kasaanaa
h seekar,A039_A039131,131maharoolee,maharoolee,maharoolee,maharoolee
naagour,A115_A115078,78saradaarapuraa,saradaarapuraa,saradaarapuraa,saradaarapuraa
bheelavaadaa,A182_A182127,127haraseloo kaa khedaa,harshaloo kaa khedaa,harshaloo kaa khedaa,haraseloo khedaa
hanumaanagadh,A008_A008249,249lakhoovaalee,511९(lakhoovaalee,lakhoovaalee,lakhoovaalee
hanumaanagadh,A008_A008096,"96haausimg boord, hanumaanagadh jamksan",hanumaanagadh഼,hanumaanagadh,haausimg boord hanumaanagadh jamksan
prathaapagadh,A172_A172245,245laalaakhedee,laalaakhedee,laalaakhedee,laalaakhedee
naagour,A108_A108165,165gujariyaavaas,०gujariyaavaas,gujariyaavaas,gujariyaavaas
baaraa,A195_A195202,202Hee,ataroo,ataroo,202hee
baadamer,A138_A138156,156sivaanaa,०sivaanaa,sivaanaa,sivaanaa
h jaisalamer,A132_A132222,222dabadee,dabadee,dabadee,dabadee
naagour,A113_A113077,77kajaanaa,०kajaanaa,kajaanaa,kajaanaa
ajamer,A099_A099090,90Hest,uamthadaa,uamthadaa,hest
hanumaanagadh,A009_A009214,214khedaasaree,khedaasaree,khedaasaree,khedaasaree
bharathapur,A071_A071089,89gahanakar,Gahankar,gahankar,gahanakar
naagour,A113_A113172,172jaakhalee,jaakhalee,jaakhalee,jaakhalee
ajamer,A105_A105100,100himgooniyaam,himgooniyaa,himgooniyaa,himgooniyaam
udayapur,A153_A153177,mathadaan kendr kaa bhavan evam pathaa  :,udayapur,udayapur,NA
chooru,A021_A021153,153saradaarasahar,saradaarasahar,saradaarasahar,saradaarasahar
jhhaalaavaad,A198_A198075,75jhhaalaraapaatan,jhhaalaraapaatan,jhhaalaraapaatan,jhhaalaraapaatan
raajasamand,A174_A174026,26aamet,aamet,aamet,aamet
8toumk,A096_A096118,118toomk,toomk,toomk,toomk
alavar,A061_A061150,150mundanavaadaa kalaam,Mundanwara Kalan,mundanwara kalan,mundanavaadaa kalaam
baadamer,A138_A138256,256dheedhas,dheedhas,dheedhas,dheedhas
jaalour,A142_A142147,147saamthoo,Santhu,santhu,saamthoo
udayapur,A154_A154021,21mootee khed഼ee,mootee khed഼ee,mootee khedee,mootee khedee
8gamgaanagar,A006_A006025,25 2peejeeem-bee,2peejeeem-bee,peejeeembee,peejeeembee
udayapur,A156_A156243,243thad഼aa,thadaa,thadaa,thadaa
h seekar,A039_A039238,238raayapur jaageer,raayapur jaageer,raayapur jaageer,raayapur jaageer
seekar,A038_A038083,83raayapur paatan,०raayapur paatan,raayapur paatan,raayapur paatan
udayapur,A152_A152249,249jaabalaa,jaabalaa,jaabalaa,jaabalaa
doomgarapur,A160_A160124,124saagavaad഼aa,saagavaad഼aa,saagavaadaa,saagavaadaa
baadamer,A138_A138028,28saaranoo kaa thalaa,saaranoomkaa thalaa,saaranoomkaa thalaa,saaranoo thalaa
naagour,A115_A115042,42hudeel,hadeel,hadeel,hudeel
hanumaanagadh,A008_A008025,25chisithayaam,2 30५0(chistheeyaa,chistheeyaa,chisithayaam
hanumaanagadh,A007_A007017,17dhaabaam,6beejeepee-e (dhaarbaa,beejeepeee dhaarbaa,dhaabaam
gamgaanagar,A006_A006100,"100 20elaem, looniyaam",० 20elaem,elaem,elaem looniyaam
bharathapur,A072_A072130,130kumher,kumher,kumher,kumher
gamgaanagar,A006_A006028,28anoopagadh഼,anoopagadh഼,anoopagadh,anoopagadh
jayapur,A045_A045164,164doogaraa,doogaraa,doogaraa,doogaraa
gamgaanagar,A005_A005162,162 6je ke em,6JKM,6jkm,je em
gamgaanagar,A001_A001059,mathadaan kendr kaa bhavan evam pathaa  :,18F BARA,18f bara,NA
suajhhunoo,A031_A031043,43simalaa,simalaa,simalaa,simalaa
ajamer,A101_A101157,"157khaanapuraa, ajamer",ajamer (nagar nigam,ajamer nagar nigam,khaanapuraa ajamer
ajamer,A104_A104058,58ATLATAT  2,saalaramaalaa  - |,saalaramaalaa,atlatat
ajamer,A105_A105086,86ajagaree,ajagaree,ajagaree,ajagaree
jayapur,A045_A045226,226daalaniyaa,daalaniyaa,daalaniyaa,daalaniyaa
h seekar,A036_A036192,192daamthaa,daamthaa,daamthaa,daamthaa
naagour,A114_A114184,184seetaavat,seetaavat,seetaavat,seetaavat
karoulee,A082_A082235,235chaamdan gaamv,chaamdan,chaamdan,chaamdan
ajamer,A100_A100159,159diggee baajaar rood,ajamer (nagar nigam,ajamer nagar nigam,diggee baajaar rood
suajhhun,A029_A029089,89bugaalaa,bugaalaa,bugaalaa,bugaalaa
h seekar,A039_A039046,46kaalaakootaa,kaalaakootaa,kaalaakootaa,kaalaakootaa
gamgaanagar,A005_A005183,183 1Ve Va Va,1elaesaem-e,elaesaeme,ve va va
ajamer,A102_A102103,103UATE,raajagadh഼,raajagadh,uate
ajamer,A100_A100147,mathadaan kendr kaa bhavan evam pathaa  :,ajamer (nagar nigam,ajamer nagar nigam,NA
udayapur,A157_A157020,20HT,koon,koon,20ht
suajhhunoo,A025_A025204,204devarood഼,devarood഼,devarood,devarood
udayapur,A155_A155086,86roohee khedaa,roohee khedaa,roohee khedaa,roohee khedaa
ajamer,A103_A103079,mathadaan kendr kaa bhavan evam pathaa  :,byaavar,byaavar,NA
h seekar,A032_A032211,211beebeepur badaa,beebeepur badaa,beebeepur badaa,beebeepur badaa
jaalour,A141_A141208,208medaa uparalaa,Meda Uparla,meda uparla,medaa uparalaa
jaalour,A142_A142157,157thadavaa,Tadwa,tadwa,thadavaa
toumk,A095_A095090,90bagadee,bagadee,bagadee,bagadee
baadamer,A137_A137102,102baalootharaa,०baalootharaa,baalootharaa,baalootharaa
baadamer,A136_A136089,89raamaasariyaa,raamaasariyaa,raamaasariyaa,raamaasariyaa
toumk,A097_A097102,102devad഼aavaas,devadaavaas,devadaavaas,devadaavaas
8savaaeemaadhoopur,A091_A091209,209naaroolee choud഼,Naroli Chaur,naroli chaur,naaroolee choud
udayapur,A154_A154077,77nimbooloo kaa gudaa,nimbooloo kaa gudaa,nimbooloo kaa gudaa,nimbooloo gudaa
hanumaanagadh,A009_A009137,137 26es tee jee,:,NA,es tee jee
jaalour,A144_A144132,132WSat,Bhadwal,bhadwal,wsat
jayapur,A040_A040150,150tooradaa goojaraan,tooradaa gujaraan,tooradaa gujaraan,tooradaa goojaraan
seekar,A037_A037185,185baavadee,baavadee,baavadee,baavadee
joodhapur,A131_A131060,60Wagar area,:,NA,wagar area
suajhhunoo,A028_A028026,26jhhataavaa khurd,jhhataavaa qe,jhhataavaa qe,jhhataavaa khurd
h karoulee,A081_A081210,210gadhamooraa,gadhamooraa,gadhamooraa,gadhamooraa
suajhhunoo,A031_A031080,80sihood,sihood,sihood,sihood
gamgaanagar,A005_A005102,102thaakaree  (45pee es,45PS,45ps,thaakaree pee es
baadamer,A138_A138182,182siloor,siloor,siloor,siloor
hi joodhapur,A122_A122125,125dhatharavaaloom kaa gaamv,Dhadharwala,dhadharwala,dhatharavaaloom
bheelavaadaa,A182_A182119,119uranaa,Urna,urna,uranaa
udayapur,A157_A157027,27kaaleebheeth,kaalee bheeth,kaalee bheeth,kaaleebheeth
naagour,A106_A106153,153dathaaoo,dathaau,dathaau,dathaaoo
suajhhunoo,A025_A025093,93soojad഼oolaa,sujadoolaa,sujadoolaa,soojadoolaa
suajhhunoo,A028_A028033,mathadaan kendr kaa bhavan evam pathaa  :,malaseesar,malaseesar,NA
ajamer,A104_A104128,128jaaliyaa  2,jaaliyaa dvitheey,jaaliyaa dvitheey,jaaliyaa
h dousaa,A088_A088047,47puroohith kaa baas,puroohithoo kaa vaas,puroohithoo kaa vaas,puroohith baas
hi bharathapur,A070_A070054,54Asa at Aare,Kherla Noabad,kherla noabad,54asa at aare
h karoulee,A081_A081108,108simghaniyaa,sighamniyaa,sighamniyaa,simghaniyaa
naagour,A114_A114182,182taaparavaad഼aa,taaparavaad഼aa,taaparavaadaa,taaparavaadaa
ajamer,A101_A101002,"2taambe hareejan basthee, ajamer",ajamer (nagar nigam,ajamer nagar nigam,taambe hareejan basthee ajamer
baadamer,A137_A137101,101baalootharaa,०baalootharaa,baalootharaa,baalootharaa
naagour,A114_A114231,231bamvaal,bamvaal,bamvaal,bamvaal
baadamer,A138_A138081,81mithoudaa,mithoudaa,mithoudaa,mithoudaa
karoulee,A081_A081061,61toodaabheem,toodaabheem,toodaabheem,toodaabheem
seekar,A034_A034021,ajeethapuraa,ajeethapuraa,ajeethapuraa,ajeethapuraa
naagour,A114_A114188,188faara,bisaas,bisaas,faara
naagour,A114_A114193,193dh഼aadhoothaa,dh഼aadhoothaa,dhaadhoothaa,dhaadhoothaa
suajhhun,A027_A027215,215ajaadee khurd,ajaadee khurd,ajaadee khurd,ajaadee khurd
qe,A022_A022106,106chooroo,chooru,chooru,chooroo
suajhhun,A027_A027073,73budaanaa,budaanaa,budaanaa,budaanaa
h dousaa,A089_A089041,41WATS Taare,raamagadh pachavaaraa,raamagadh pachavaaraa,wats taare
chooru,A021_A021095,95ad഼amaalasar,adamaalasar,adamaalasar,adamaalasar
paalee,A120_A120201,201saadadaa,saadadaa,saadadaa,saadadaa
beekaaner,A014_A014040,mathadaan kendr kaa bhavan evam pathaa  :,beekaaner,beekaaner,NA
beekaaner,A017_A017195,195Ast,Riri,riri,195ast
savaaeemaadhoopur,A093_A093044,44Wants,bhagavathagadh഼,bhagavathagadh,wants
seekar,A038_A038164,164khaadaraa,khaadaraa,khaadaraa,khaadaraa
ajamer,A104_A104206,mathadaan kendr kaa bhavan evam pathaa  :,०ekalasimgaa,ekalasimgaa,NA
suajhhunoo,A025_A025025,25khudaaniyaa,khudaaniyaa,khudaaniyaa,khudaaniyaa
h baaraa,A193_A193208,208Vert,seat,seat,vert
savaaeemaadhoopur,A091_A091187,187sarasaalee,Sarsali,sarsali,sarasaalee
toumk,A097_A097249,249Harts,०aasal,aasal,harts
karoulee,A081_A081165,165gidaanee,gidaanee,gidaanee,gidaanee
alavar,A063_A063028,28devasan,Deosan,deosan,devasan
jhhaalaavaad,A198_A198022,22jhhaalaavaad഼,jhhaalaavaad഼,jhhaalaavaad,jhhaalaavaad
prathaapagadh,A157_A157218,218khumthaa,khoomthaa,khoomthaa,khumthaa
dhoulapur,A080_A080142,142raajaa khedaa,raajaakhoodaa,raajaakhoodaa,raajaa khedaa
jaisalamer,A132_A132196,mathadaan kendr kaa bhavan evam pathaa  :,raabalaau phakeeroovaalaa,raabalaau phakeeroovaalaa,NA
karoulee,A083_A083137,137karoulee,karoulee,karoulee,karoulee
baadamer,A136_A136191,191aahoonee benivaaloo kee dhaanee,०aahoonee benivaaloo kee dhaarn,aahoonee benivaaloo kee dhaarn,aahoonee benivaaloo dhaanee
suajhhunoo,A029_A029008,mathadaan kendr kaa bhavan evam pathaa  :,maandaasee,maandaasee,NA
bharathapur,A075_A075064,64baaee,baaee,baaee,baaee
baadamer,A136_A136038,38joogadayaal kaa thaan,paamchaa kee dhaanee,paamchaa kee dhaanee,joogadayaal thaan
seekar,A037_A037011,11kootadee luhaaravaas,kootadee luhaaravaas,kootadee luhaaravaas,kootadee luhaaravaas
beekaaner,A012_A012046,sadar baajaar khaajoovaalaa,Beriyawali,beriyawali,sadar baajaar khaajoovaalaa
8baadamer,A137_A137003,3bheemaralaaee stesan,Bheemarlai Station,bheemarlai station,bheemaralaaee stesan
savaaeemaadhoopur,A091_A091198,198goovindapuraa,Govindpura,govindpura,goovindapuraa
gamgaanagar,A003_A003120,120 4dee dee delavaaഁ,4deedee,deedee,dee dee delavaa
toumk,A096_A096024,24jaikamaabaad,jaikamaabaad,jaikamaabaad,jaikamaabaad
hi suajhhun,A025_A025152,152laambaa,laambaa,laambaa,laambaa
udayapur,A155_A155151,151dhaavadi൦ayaa,dhaavadi൦ayaa,dhaavadiayaa,dhaavadiayaa
hi suajhhun,A031_A031155,mathadaan kendr kaa bhavan evam pathaa  :,papuranaa,papuranaa,NA
alavar,A063_A063103,103baanasoor,Barh Bhaosingh,barh bhaosingh,baanasoor
dousaa,A086_A086081,81veeraasanaa,:,NA,veeraasanaa
alavar,A068_A068011,11toodaajnjaan simh,toodaa jnjaan simh,toodaa jnjaan simh,toodaajnjaan simh
suajhhunoo,A025_A025012,12Stqar,saineepuraa,saineepuraa,stqar
baadamer,A136_A136110,110khaanajee kaa thalaa,khaanajee kaa thalaa,khaanajee kaa thalaa,khaanajee thalaa
suajhhun,A027_A027161,161soolaanaa,soolaanaa,soolaanaa,soolaanaa
jaisalamer,A132_A132318,318phathehagadh,०phathehagadh,phathehagadh,phathehagadh
seekar,A038_A038249,249dhaanee laambaan than preethamapuree,preethamapuree,preethamapuree,dhaanee laambaan than preethamapuree
ajamer,A104_A104078,78kusalapuraa,kusalapuraa,kusalapuraa,kusalapuraa
8toumk,A096_A096109,mathadaan kendr kaa bhavan evam pathaa  :,toomk,toomk,NA
ajamer,A101_A101162,mathadaan kendr kaa bhavan evam pathaa  :,ajamer (nagar nigam,ajamer nagar nigam,NA
joodhapur,A131_A131152,mathadaan kendr kaa bhavan evam pathaa  :,pipaad sahar,pipaad sahar,NA
siroohee,A147_A147024,mathadaan kendr kaa bhavan evam pathaa  :,pindavaadaa,pindavaadaa,NA
qe,A024_A024205,205sujaanagadh,sujaanagadh഼,sujaanagadh,sujaanagadh
h dousaa,A088_A088059,mathadaan kendr kaa bhavan evam pathaa  :,Aga qe,aga qe,NA
raajasamand,A173_A173192,192ATT,thaal,thaal,192att
jaalour,A145_A145028,28dugaavaa,Dugawa,dugawa,dugaavaa
jhhaalaavaad,A198_A198232,232pid഼aavaa,pidaavaa,pidaavaa,pidaavaa
jayapur,A040_A040081,81kootapoothalee,kootapoothalee,kootapoothalee,kootapoothalee
dhoulapur,A078_A078214,214hathiyaapour baadee,baadee,baadee,hathiyaapour baadee
baadamer,A136_A136229,229khaaraapaar,khaaraapaar,khaaraapaar,khaaraapaar
h karoulee,A081_A081254,254veelaee,beelaee,beelaee,veelaee
ajamer,A100_A100163,mathadaan kendr kaa bhavan evam pathaa  :,ajamer (nagar nigam,ajamer nagar nigam,NA
prathaapagadh,A172_A172262,262HITS,kaanagadh,kaanagadh,hits
ajamer,A103_A103199,199HATH,anaakar,anaakar,hath
qe,A024_A024173,173sujaanagadh,sujaanagadh഼,sujaanagadh,sujaanagadh
naagour,A114_A114088,88gaamgavaa,०gaamgavaa,gaamgavaa,gaamgavaa
raajasamand,A173_A173191,191AT,thaal,thaal,191at
baamsavaadaa,A163_A163251,251thalavaad഼aa,thalavaad഼aa,thalavaadaa,thalavaadaa
prathaapagadh,A172_A172257,257bev,aq,NA,257bev
jaisalamer,A132_A132271,271adarooee,adarooee,adarooee,adarooee
suajhhunoo,A030_A030176,176udayapuravaatee,०udayapuravaatee,udayapuravaatee,udayapuravaatee
baamsavaadaa,A164_A164064,mathadaan kendr kaa bhavan evam pathaa  :,baamsavaad഼aa,baamsavaadaa,NA
suajhhunoo,A028_A028112,112nayaa baas (ghanooree,dhanuree,dhanuree,nayaa baas ghanooree
8savaaeemaadhoopur,A092_A092010,10malaaranaa choud഼,malaaranaa choud,malaaranaa choud,malaaranaa choud
alavar,A062_A062231,mathadaan kendr kaa bhavan evam pathaa  :,pahaad഼ee,pahaadee,NA
jaalour,A145_A145238,238uchamath,Uchmat,uchmat,uchamath
bheelavaadaa,A182_A182261,261badalaa,redavaas,redavaas,badalaa
ajamer,A101_A101159,mathadaan kendr kaa bhavan evam pathaa  :,ajamer (nagar nigam,ajamer nagar nigam,NA
baadamer,A138_A138080,80mithoudaa,mithoudaa,mithoudaa,mithoudaa
baadamer,A136_A136025,25kookanoom kee dhaanee,०HHT kaa dhaanee,hht kaa dhaanee,kookanoom dhaanee
ajamer,A104_A104076,76begaliyaavaas,begaliyaavaas,begaliyaavaas,begaliyaavaas
dousaa,A085_A085192,192gudh഼aa aasikapuraa,gudhaa aasikapuraa,gudhaa aasikapuraa,gudhaa aasikapuraa
dhoulapur,A078_A078160,160gadhee jaatav,Tet,tet,gadhee jaatav
dhoulapur,A080_A080137,137raajaa khedaa,raajaakhoodaa,raajaakhoodaa,raajaa khedaa
hi jayapur,A046_A046142,142maamchavaam,gaamv  ०maamchavaa,gaamv maamchavaa,maamchavaam
ajamer,A102_A102073,73leed഼ee,leed഼ee,leedee,leedee
ajamer,A103_A103008,8saramaaliyaa,saramaaliyaa,saramaaliyaa,saramaaliyaa
suajhhunoo,A030_A030089,89dudiyaa,dudiyaa,dudiyaa,dudiyaa
hanumaanagadh,A009_A009226,226 16dee dablyoo dee,16deedablyudee,deedablyudee,dee dablyoo dee
booadee,A186_A186059,59boondee,boomdee,boomdee,boondee
ajamer,A105_A105160,160undaree,uamdaree,uamdaree,undaree
karoulee,A084_A084241,241daragavaaഁ (pratham bhaag,DARGMA,dargma,daragavaa pratham
bharathapur,A072_A072019,19aooget deeg,deeg,deeg,aooget deeg
qe,A023_A023186,186chhaapar,chhaapar,chhaapar,chhaapar
beekaaner,A012_A012008,gulloovaalee,3Vgm (Guluwali),3vgm guluwali,gulloovaalee
baadamer,A136_A136133,133kooloo,kooloo,kooloo,kooloo
doomgarapur,A160_A160125,125maandavee chouk saagavaadaa,saagavaad഼aa,saagavaadaa,maandavee chouk saagavaadaa
kootaa,A192_A192197,mathadaan kendr kaa bhavan evam pathaa  :,raamagamj mandee,raamagamj mandee,NA
dousaa,A088_A088109,mathadaan kendr kaa bhavan evam pathaa  :,dousaa,dousaa,NA
jayapur,A045_A045105,105soorathoom kaa baas,soorathoom kaa baas,soorathoom kaa baas,soorathoom baas
gamgaanagar,A004_A004026,mathadaan kendr kaa bhavan evam pathaa  :,:,NA,NA
ajamer,A103_A103185,185suradiyaa,suradiyaa,suradiyaa,suradiyaa
h karoulee,A081_A081120,120nisooraa,nisooraa,nisooraa,nisooraa
jayapur,A041_A041074,74thulaseepuraa,thulaseepuraa,thulaseepuraa,thulaseepuraa
baadamer,A140_A140192,192lichhaye kaa thalaa,:,NA,lichhaye thalaa
naagour,A106_A106182,182paandooraaee,paandooraaee,paandooraaee,paandooraaee
gamgaanagar,A005_A005062,62amarasar (raamajeevaalaa,hi Amarsar Barani,hi amarsar barani,amarasar raamajeevaalaa
paalee,A116_A116154,154kaalaakoot,Kalakot,kalakot,kaalaakoot
joodhapur,A126_A126221,221kaagal,kaagal,kaagal,kaagal
doomgarapur,A158_A158161,mathadaan kendr kaa bhavan evam pathaa  :,dooഁagarapur,dooagarapur,NA
qe,A019_A019020,20thaambaakhedee,thaambaa khed഼ee,thaambaa khedee,thaambaakhedee
qe,A023_A023026,26raajaladesar,rathanagadh഼,rathanagadh,raajaladesar
hanumaanagadh,A009_A009261,261gandhelee,:,NA,gandhelee
alavar,A068_A068226,226lakshmanagadh,hi Lachhmangarh,hi lachhmangarh,lakshmanagadh
joodhapur,A131_A131148,148peepaad sahar,pipaad sahar,pipaad sahar,peepaad sahar
ajamer,A105_A105087,87prathaapapuraa,prathaapapuraa,prathaapapuraa,prathaapapuraa
jaalour,A143_A143094,94vaadaa nayaa,Vada Naya,vada naya,vaadaa nayaa
udayapur,A155_A155243,243STATSST,soomaakhed഼aa,soomaakhedaa,statsst
bheelavaadaa,A182_A182209,209moodiyaakhedaa,moodiyaa khedaa,moodiyaa khedaa,moodiyaakhedaa
jaalour,A141_A141203,203harajee,Harjee,harjee,harajee
alavar,A062_A062117,117beeghaanaa,beeghaanaa aheer,beeghaanaa aheer,beeghaanaa
savaaeemaadhoopur,A090_A090120,120gamgaapur jayapur rood ke paas,gamgaapur sitee,gamgaapur sitee,gamgaapur jayapur rood
jayapur,A040_A040063,63boochaahedaa,kootapoothalee,kootapoothalee,boochaahedaa
suajhhunoo,A031_A031115,115khethadee,khethadee,khethadee,khethadee
joodhapur,A122_A122010,10badee sid,badee seed,badee seed,badee sid
hi jayapur,A046_A046058,58joobaner,०joobaner nagar paalikaa,joobaner nagar paalikaa,joobaner
baamsavaadaa,A164_A164177,177phephar,PHEPHAR,phephar,phephar
ajamer,A098_A098122,122fears),kisanagadh (n.parishad,kisanagadh nparishad,fears
dhoulapur,A080_A080146,146raajaa khedaa,raajaakhoodaa,raajaakhoodaa,raajaa khedaa
paalee,A117_A117235,mathadaan kendr kaa bhavan evam pathaa  :,०kapuradee (raayapur,kapuradee raayapur,NA
