district_std,filename,ps_name_t13n,main_town_t13n,village_cand_1_std,village_cand_2_std
kuseenagar,AC330_S24A330P137, 137praa൦paa൦ raayagamj ,raayagamj ,raayagamj,praapaa raayagamj
lakhanaoo,AC170_S24A170P059, 59patel aadars haayar sekandree skool ain kaksh sam0-2 ,eseten ,eseten,patel aadars haayar sekandree skool ain sam02
sambhal,AC033_S24A033P053, 53praaimaree skool baraahee kaksh-൧ ,NA,NA,praaimaree skool baraahee kaksh
phathehapur,AC241_S24A241P162, 162praa0 vi0 phulavaamaoo kaksh s0  1,phulavaamaoo ,phulavaamaoo,praa0 vi0 phulavaamaoo s0
ilaahaabaad,AC264_S24A264P332, 332praagvi൦ nougavaa m൦abhaag ,nougavaa ,nougavaa,praagvi nougavaa mabhaag
gaajeepur,AC373_S24A373P302, 302praa0apaa0 haroolee p.chhoor ,haroulee ,haroulee,praa0apaa0 haroolee pchhoor
NA,AC282_S24A282P367, 367praa0avi൦-had഼ahee sthith sarraamundaree k0anam൦-൨ ,NA,NA,praa0avihadahee sarraamundaree k0anam
balaraamapur,AC291_S24A291P347, 347praae0apaa0 banakatavaa kalaa u0 bhaag ,banakatavaa kalaam ,banakatavaa kalaam,praae0apaa0 banakatavaa kalaa u0 bhaag
peeleebheeth,AC130_S24A130P193, 193badh഼airaa ,badhairaa ,badhairaa,badhairaa
muraadaabaad,AC025_S24A025P089, 89praa0 vi0 kumhariyaa jubalaa kaksh-1 ,kumhariyaa joobalaa ,kumhariyaa joobalaa,praa0 vi0 kumhariyaa jubalaa kaksh1
ilaahaabaad,AC262_S24A262P367, 367mahanth vichaaraanand samskrith uchchathar maadhyamik vidyaalay baaghambaree WS Hea kamaraa nam.-6 ,ilaahaabaad ,ilaahaabaad,mahanth vichaaraanand samskrith uchchathar maadhyamik vidyaalay baaghambaree ws hea kamaraa nam6
saahajahaaapur,AC136_S24A136P186, 186joo0ahaa0 skool kaamt gadee poorvee kaksh s൦2 ,NA,NA,joo0ahaa0 skool kaamt gadee poorvee s2
aagaraa,AC086_S24A086P001, 1praa൦ vi൦ gijoulee k൦ nam൦  1,gijoulee musthakil ,gijoulee musthakil,praa vi gijoulee k nam
mujaphpharanagar,AC014_S24A014P152, 152sivaraaj intar k൉alej kamaraa nambar  ९raamapuree ,mujaphpharanagar ,mujaphpharanagar,sivaraaj intar kalej kamaraa nambar raamapuree
seethaapur,AC153_S24A153P024, 24praa0avi0ak0an02aparasadaa ,Weel ,weel,praa0avi0ak0an02aparasadaa
vaaraanasee,AC387_S24A387P289, 289maathaadeen samkul smaarak i0 kaa0 bhaashkar saagar roohaniyaa k0asam04 ,kesareepur ,kesareepur,maathaadeen samkul smaarak i0 kaa0 bhaashkar saagar roohaniyaa k0asam04
aajamagadh,AC351_S24A351P379, 379praa0avi0 udharaa koobaa ,udharaa ,udharaa,praa0avi0 udharaa koobaa
aagaraa,AC090_S24A090P120, 120poo0amaa0avi൦ dahathooraa k0an൦-൫ ,dahathooraa ,dahathooraa,poo0amaa0avi dahathooraa k0an
phiroojaabaad,AC098_S24A098P307, 307naaraayan i0ak൉0 sikoohaavaad k0an04 ,sikoohaabaad ,sikoohaabaad,naaraayan i0ak0 sikoohaavaad k0an04
vaaraanasee,AC388_S24A388P278, 278be0apraa0apaa0 thelavariyaa choukaaghaat k0asam0  5,vaaraanasee ,vaaraanasee,be0apraa0apaa0 thelavariyaa choukaaghaat k0asam0
baamdaa,AC233_S24A233P192, 192k0apraa0avi0 amilihaa puravaa audahaa ,audahaa ,audahaa,k0apraa0avi0 amilihaa puravaa audahaa
gaajiyaabaad,AC057_S24A057P020, 20praa0avi൦ pathalaa nam0  2,pathalaa ,pathalaa,praa0avi pathalaa nam0
baharaaich,AC286_S24A286P158, 158mahaaraaj simh iam0akaa൦-naveen bhavan kaanoonagoopuraa k0anam൦-7 ,baharaaich ,baharaaich,mahaaraaj simh iam0akaanaveen kaanoonagoopuraa k0anam7
aajamagadh,AC343_S24A343P161, 161praa0apaa0 khoonhanapur phareedapatatee ,khoon‍hanapur ,khoonhanapur,praa0apaa0 khoonhanapur phareedapatatee
NA,AC289_S24A289P352, 352sirasiyaa ,NA,NA,sirasiyaa
mirjaapur,AC398_S24A398P002, 2praa0avi0 piparaahee ,piparaahee ,piparaahee,praa0avi0 piparaahee
mahaaraajagamj,AC318_S24A318P246, 246praa0avi0akudaiyaa k0anam൦൨ ,kudayaa ,kudayaa,praa0avi0akudaiyaa k0anam
bhadoohee,AC393_S24A393P116, 116praa0avi0 noudhan k0asam0-1 ,navadhan ,navadhan,praa0avi0 noudhan k0asam01
bhadoohee,AC394_S24A394P299, 299praa0avi൦ bhaalaa kaksh samkhyaa  1,bhaalaa ,bhaalaa,praa0avi bhaalaa samkhyaa
baamdaa,AC232_S24A232P052, 52praa0avi൦akaanaakhed഼aa ,kaanaa khedaa ,kaanaa khedaa,praa0aviakaanaakhedaa
mahaaraajagamj,AC319_S24A319P379, 379k0apraa0avi0 piparaa bramhan urph baareegaamv k0anam0  3,piparaa bramhan SH ,piparaa bramhan sh,k0apraa0avi0 piparaa bramhan urph baareegaamv k0anam0
garaget,AC069_S24A069P326, 326vedaraamapur praa0ask‌::l ,kelaavalee ,kelaavalee,vedaraamapur praa0askl
kannouj,AC196_S24A196P034, 34praa0apaa0 adamaapur ,barooaa sabalapur ,barooaa sabalapur,praa0apaa0 adamaapur
gaajiyaabaad,AC057_S24A057P062, 62praa0 vi0 makaramathapur sikhaidaa ,markamathapur sikhed഼aa ,markamathapur sikhedaa,praa0 vi0 makaramathapur sikhaidaa
itaavaa,AC201_S24A201P426, 426praa0apaa0 raaneepuraa ,mit൒ahatee ,mitahatee,praa0apaa0 raaneepuraa
ilaahaabaad,AC254_S24A254P342, 342praathamik vidyaalay malaak harahar uparahaar d൦ bhaag ,malraak harahar ,malraak harahar,praathamik vidyaalay malaak harahar uparahaar d bhaag
badaayoom,AC112_S24A112P077, 77narouree narouraa praa vi k nam.-൯ ,narouree narouraa ,narouree narouraa,narouree narouraa praa vi nam
NA,AC235_S24A235P211, 211aadars Feet kaalej nayaa bhavan bisandaa kaksh s0  - 4,NA,NA,aadars feet kaalej nayaa bisandaa s0
unnaav,AC164_S24A164P374, 374praa0apaa0 aasaakhedaa k0asam0  2,aasaakhed഼aa ,aasaakhedaa,praa0apaa0 aasaakhedaa k0asam0
NA,AC282_S24A282P417, 417praa0avi൦-guraghutataa k0anam൦-൧ ,NA,NA,praa0aviguraghutataa k0anam
gaajeepur,AC379_S24A379P350, 350baa0avi0 gahamar u0 (p0achhoor ,gahamar ,gahamar,baa0avi0 gahamar u0 p0achhoor
mainapuree,AC108_S24A108P217, 217praa0 vi0 pad഼aaa (bhoogaaഁav dehaath ,bhoogaamv ,bhoogaamv,praa0 vi0 padaaa bhoogaaav dehaath
jaaloun,AC219_S24A219P053, 53praaimaree skool ACW ,ACW ,acw,praaimaree skool acw
goutham buddh nagar,AC062_S24A062P297, 297praa0apaa0 bairamgapur urph naee basthee k0anam0  2,bairamgapur oorph naee ,bairamgapur oorph naee,praa0apaa0 bairamgapur urph naee basthee k0anam0
aajamagadh,AC352_S24A352P309, 309praa0avi0 belahaadeeh kaksh  -९,belahaadeeh ,belahaadeeh,praa0avi0 belahaadeeh
vaaraanasee,AC391_S24A391P233, 233praa0 paa0 naagepur k0 sam0  -1,naagepur ,naagepur,praa0 paa0 naagepur k0 sam0
baliyaa,AC359_S24A359P223, 223praa0apaa0 good഼avaraa ,goodavaraa ,goodavaraa,praa0apaa0 goodavaraa
prathaapagadh,AC247_S24A247P022, 22praa൦ vi൦ thaalaasiristhaabaad ,thaalaa siristhaabaad ,thaalaa siristhaabaad,praa vi thaalaasiristhaabaad
bulandasahar,AC069_S24A069P303, 303pahaasoo mukarram intar kaalej k0anam0  6,pahaasoo ,pahaasoo,pahaasoo mukarram intar kaalej k0anam0
sambhal,AC033_S24A033P133, 133praaimaree skool bhavaaneepur kaksh-൧ ,NA,NA,praaimaree skool bhavaaneepur kaksh
phaijaabaad,AC275_S24A275P119, 119seethaapur nethr chikithsaalay phaijaabaad paschimee ,phaijaabaad ,phaijaabaad,seethaapur nethr chikithsaalay phaijaabaad paschimee
phaijaabaad,AC274_S24A274P258, 258praathamik vidyaalay mirjaapur nirmaalee paschimee ,mirjaapur nirmaalee ,mirjaapur nirmaalee,praathamik vidyaalay mirjaapur nirmaalee paschimee
aajamagadh,AC349_S24A349P064, 64haa0ase0 sakool pavaee kaksh  3,Uds ,uds,haa0ase0 sakool pavaee
kuseenagar,AC332_S24A332P103, 103pamchaayath bhavan khuduraa ahiroulee kaksh nam0  1,khuduraa ahiroulee ,khuduraa ahiroulee,pamchaayath khuduraa ahiroulee nam0
ambedakar nagar,AC278_S24A278P060, 60uchch praathamik vidyaalay sakaraaval paschimee kaksh ,taandaa ,taandaa,uchch praathamik vidyaalay sakaraaval paschimee
baamdaa,AC234_S24A234P340, 340praa൦ vi൦ sirasaanaa ,chandour ,chandour,praa vi sirasaanaa
haradooee,AC160_S24A160P079, 79praa൦paa൦ kaakripu::r൨ k൦an൦-൨ ,kaakoopur ,kaakoopur,praapaa kaakripur kan
mahaaraajagamj,AC315_S24A315P156, 156praa൦ vi൦ sisavaniyaa bujurg ,sisavaaniyaa bujurg ,sisavaaniyaa bujurg,praa vi sisavaniyaa bujurg
basthee,AC311_S24A311P168, 168praathamik vidyaalay baamsaapaar ,vaamsaapaar ,vaamsaapaar,praathamik vidyaalay baamsaapaar
phiroojaabaad,AC098_S24A098P026, 26praa0 paa0 meharee ,lathuraa ,lathuraa,praa0 paa0 meharee
haradooee,AC160_S24A160P094, 94praa൦paa൦ retharee m൦ badasaraa ,bathasaraa ,bathasaraa,praapaa retharee m badasaraa
sraavasthee,AC289_S24A289P422, 422samhaarapuravaa ,sambhaarapuravaa ,sambhaarapuravaa,samhaarapuravaa
bijanour,AC024_S24A024P347, 347ji0ap0apraa0askool nainoo naamgal ,nainoo naamgal ,nainoo naamgal,ji0ap0apraa0askool nainoo naamgal
aajamagadh,AC347_S24A347P009, 9joo0ahaa0askool lakhamanapur Geel aA ,lakhamanapur patutee urph ,lakhamanapur patutee urph,joo0ahaa0askool lakhamanapur geel aa
gaajeepur,AC376_S24A376P301, 301hoomiyoopaithik kaalej gaajeepur kamaraa n0-6 ,rajadepur ,rajadepur,hoomiyoopaithik kaalej gaajeepur kamaraa n06
maoo,AC355_S24A355P003, 3praa0 paa0 mad഼ahaa moohiuddeenapur p0 bhaag ,moohiuddeenapur ,moohiuddeenapur,praa0 paa0 madahaa moohiuddeenapur p0 bhaag
chandoulee,AC381_S24A381P281, 281praa൦ paa൦ sakaladeehaa kaksh sam൦  ३,sakaladeehaa ,sakaladeehaa,praa paa sakaladeehaa sam
etaa,AC105_S24A105P176, 176joo0ahaa0asakool ganesapur ,barigavaam ,barigavaam,joo0ahaa0asakool ganesapur
goutham buddh nagar,AC062_S24A062P378, 378saheed bhagath simh i0akaa0asrajapur k0an0  1,NA,NA,saheed bhagath simh i0akaa0asrajapur k0an0
vaaraanasee,AC388_S24A388P047, 47praa0avi0 sivapur kaksh sam0  3,vaaraanasee ,vaaraanasee,praa0avi0 sivapur sam0
mahoobaa,AC230_S24A230P110, 110dee൦ae൦abee൦aiamgkaalej mahoobaa kaksh sam൦  -9,mahoobaa ,mahoobaa,deeaeabeeaiamgkaalej mahoobaa sam
aleegadh,AC077_S24A077P134, 134praaimaree skool bhooriyaa kee gathee ,paaryadaapur ,paaryadaapur,praaimaree skool bhooriyaa gathee
baaraabamkee,AC268_S24A268P160, 160poo0amaa0avi0 malrookapur kaksh sam0  2,jasamandaa ,jasamandaa,poo0amaa0avi0 malrookapur sam0
ilaahaabaad,AC259_S24A259P109, 109praa0avi0 amiliyaa kalaa poorvee bhaag-1 ,HA kalaam ,ha kalaam,praa0avi0 amiliyaa kalaa poorvee bhaag1
etaa,AC104_S24A104P394, 394praa0apaa0 sakeet dakshin k0an0  २,sakeet ,sakeet,praa0apaa0 sakeet dakshin k0an0
raay barelee,AC182_S24A182P100, 100hameeragaamv ,hameeragaav ,hameeragaav,hameeragaamv
ilaahaabaad,AC261_S24A261P291, 291syaam laal i kaa chakiyaa kasaaree masaaree kamaraa nam  ४,ilaahaabaad ,ilaahaabaad,syaam laal chakiyaa kasaaree masaaree kamaraa nam
ilaahaabaad,AC255_S24A255P278, 278praa0 paa0 chhaathaa dakshinee bhaag ,chhaathaa ,chhaathaa,praa0 paa0 chhaathaa dakshinee bhaag
soonabhadr,AC402_S24A402P144," 144poo0amaa0avi0 billee, k0asam0-2 ",billee maarakundee ,billee maarakundee,poo0amaa0avi0 billee k0asam02
unnaav,AC165_S24A165P060, 60praa0 vi0 jindaakhedaa m0 mulukagadaar ,mulrukaurphagadaar ,mulrukaurphagadaar,praa0 vi0 jindaakhedaa m0 mulukagadaar
kuseenagar,AC330_S24A330P092, 92praanpaa൦ narachoochavaa room n-3 ,narachoochavaa ,narachoochavaa,praanpaa narachoochavaa n3
mathuraa,AC082_S24A082P025, 25poorv maa0avi0 jamghaavalee k0an0  1,seragadh baamgar ,seragadh baamgar,poorv maa0avi0 jamghaavalee k0an0
merath,AC045_S24A045P230, 230pamchaayath ghar paschim sathalaa ,sathalaa ,sathalaa,pamchaayath paschim sathalaa
ilaahaabaad,AC264_S24A264P386, 386praanavi൦ joonakaee p൦abhaag ,jookanaee ,jookanaee,praanavi joonakaee pabhaag
itaavaa,AC199_S24A199P278, 278poorv maa0avi0 san‍thooshapur unavaam ,unavaam sanan‍thooshapur ,unavaam sananthooshapur,poorv maa0avi0 santhooshapur unavaam
phiroojaabaad,AC096_S24A096P017, 17u0 praa0 vi0 nagalaa mevaa ,nagalraa simh ,nagalraa simh,u0 praa0 vi0 nagalaa mevaa
seethaapur,AC150_S24A150P187, 187praa0avi0 beraa൉abarouraa ,at aN ,at an,praa0avi0 beraaabarouraa
aagaraa,AC089_S24A089P207, 207hoom saaiams insteetyoot khan‍daaree k0anam൦-൯ ,aagaraa ,aagaraa,hoom saaiams insteetyoot khandaaree k0anam
aagaraa,AC092_S24A092P156, 156praa.vi.cheeth k.n.2 ,cheeth ,cheeth,praavicheeth kn2
ilaahaabaad,AC256_S24A256P101, 101praa0 paa0 baaboogamj d0 bhaag ,jaapharapur urph ,jaapharapur urph,praa0 paa0 baaboogamj d0 bhaag
lalithapur,AC226_S24A226P320, 320joo0ahaa0askool budhavaar ,budh഼avaar ,budhavaar,joo0ahaa0askool budhavaar
kannouj,AC197_S24A197P029, 29praa0 paa0 nagalaa jhhaabar ,bahaadurapur majhhigavaa ,bahaadurapur majhhigavaa,praa0 paa0 nagalaa jhhaabar
auraiyaa,AC202_S24A202P161, 161praa0avi൦ raayapur kaithaavaa ,raayapur kaithaavaa ,raayapur kaithaavaa,praa0avi raayapur kaithaavaa
goutham buddh nagar,AC063_S24A063P311, 311praa0 skool neemakaa saahajahaampur k0anam0  १,neemakaa saahajahaampur ,neemakaa saahajahaampur,praa0 skool neemakaa saahajahaampur k0anam0
kheeree,AC138_S24A138P248, 248majhharaapoorab ,majhharaapoorab ,majhharaapoorab,majhharaapoorab
aagaraa,AC090_S24A090P185, 185mahaaraanee avantheebaaee u0amaa0avi൦ dhanoulee k0an൦-൧ ,dhanoulee ,dhanoulee,mahaaraanee avantheebaaee u0amaa0avi dhanoulee k0an
balaraamapur,AC293_S24A293P095, 95moo0ayu0aus൦ai0akaa൦ utharoulaa k൦ n൦  4,Senter ,senter,moo0ayu0ausai0akaa utharoulaa k n
balaraamapur,AC292_S24A292P361, 361praa0 paa0 sidhavaapur k0an൦  2,NA,NA,praa0 paa0 sidhavaapur k0an
haatharas,AC080_S24A080P257, 257joo0ahaa0askool dhamdhoulee ,dhadoulee ,dhadoulee,joo0ahaa0askool dhamdhoulee
kheeree,AC137_S24A137P161, 161boojhhavaa majaraa marooaapaschim ,marooaapasicham ,marooaapasicham,boojhhavaa majaraa marooaapaschim
baamdaa,AC232_S24A232P074, 74praa൦ vi൦ simdhanakalaa kaksh s൦  2,sindhan kalaa ,sindhan kalaa,praa vi simdhanakalaa s
ilaahaabaad,AC265_S24A265P219, 219goopaal vi0ai0akaa0 kooraamv paschimee madhy bhaag ,kooraamv ,kooraamv,goopaal vi0ai0akaa0 kooraamv paschimee madhy bhaag
haatharas,AC080_S24A080P295, 295praa0avi0ajaaoo ,jaaoo inaayathapur ,jaaoo inaayathapur,praa0avi0ajaaoo
unnaav,AC163_S24A163P060, 60vikaasakhand kaaryaalay nayaakaksh sapheepur saharee uththar ,sapheepur ,sapheepur,vikaasakhand kaaryaalay nayaakaksh sapheepur saharee uththar
merath,AC044_S24A044P042, 42ke൦ake൦apablik skul saradhanaa k0 n0  2,saradhanaa ,saradhanaa,keakeapablik skul saradhanaa k0 n0
saahajahaaapur,AC136_S24A136P158, 158praa0 skool malhapur ,Ace ,ace,praa0 skool malhapur
garaget,AC068_S24A068P193, 193dibaaee kanyaa paathasaalaa nikat sabjee man‍dee kann൦൧൯ ,dibaaee ,dibaaee,dibaaee kanyaa paathasaalaa nikat sabjee mandee kann
baliyaa,AC357_S24A357P211, 211praa0 paa0 loohataa pachadouraa d൦ ,loohataa pachadouraa ,loohataa pachadouraa,praa0 paa0 loohataa pachadouraa d
saamalee,AC010_S24A010P201, 201haayar sakaindaree skool k0anam൦-3 naalaa ,naalaa ,naalaa,haayar sakaindaree skool k0anam3 naalaa
mirjaapur,AC396_S24A396P144, 144praa0avi0 nipharaa ,nipharaa ,nipharaa,praa0avi0 nipharaa
goorakhapur,AC328_S24A328P411, 411praa0 vi0 aanandagath ,geo ,geo,praa0 vi0 aanandagath
haradooee,AC160_S24A160P285, 285praa൦paa൦ gouhaanee kannam൦-൧ ,gaahaanaaee ,gaahaanaaee,praapaa gouhaanee kannam
mainapuree,AC109_S24A109P192, 192praa paa aleepur ,aleepur kesoompur ,aleepur kesoompur,praa paa aleepur
kheeree,AC140_S24A140P081, 81roumsaa ,rousaa ,rousaa,roumsaa
saahajahaaapur,AC135_S24A135P290, 290praa0avi0 khiranee baag sthith navaadaa indepur athirikth kaksh ,saahajahaampur ,saahajahaampur,praa0avi0 khiranee baag navaadaa indepur athirikth
balaraamapur,AC292_S24A292P053, 53praa0 paa0 soonagadh഼aa ,soonagadh഼aa ,soonagadhaa,praa0 paa0 soonagadhaa
kheeree,AC138_S24A138P094, 94pachaped഼ee m0 mood഼aabujurg ,mood഼aabujurg ,moodaabujurg,pachapedee m0 moodaabujurg
maoo,AC353_S24A353P016, 16praa0apaa0 maadeedullah kaksh sam൦-൧ ,Alcl gece ,alcl gece,praa0apaa0 maadeedullah sam
etaa,AC103_S24A103P169, 169praa0apapaa൦ bhavakariyaa m൦ jaitharaa k0anam൦  2,jaitharaa ,jaitharaa,praa0apapaa bhavakariyaa m jaitharaa k0anam
vaaraanasee,AC384_S24A384P300, 300praa0apaa0 kaviraamapur k0asam0  3,kaviraamapur ,kaviraamapur,praa0apaa0 kaviraamapur k0asam0
aagaraa,AC093_S24A093P034, 34praa0 vi0 aamchheepuraa k.n.1 ,nagalaa paatam ,nagalaa paatam,praa0 vi0 aamchheepuraa kn1
mujaphpharanagar,AC013_S24A013P229, 229praathamik vidyaalay nayaa bhavan kamaraa nambar  1kaasamapur ,kaasamapur ,kaasamapur,praathamik vidyaalay nayaa kamaraa nambar 1kaasamapur
chandoulee,AC383_S24A383P187, 187praa൦paa൦ doomaree kaksh sam൦-2 ,valeepur ,valeepur,praapaa doomaree sam2
gaajeepur,AC377_S24A377P333, 333praa0apaa0 haradaasapur poo0achhoor ,haradaasapur ,haradaasapur,praa0apaa0 haradaasapur poo0achhoor
goondaa,AC301_S24A301P266, 266praaimaree paathasaalaa paayarakhaas u൦abhaag ,paayarakhaas ,paayarakhaas,praaimaree paathasaalaa paayarakhaas uabhaag
balaraamapur,AC294_S24A294P176, 176garls iam0akaa0 praa0 seksan k0 n0  २,balaraamapur ,balaraamapur,garls iam0akaa0 praa0 seksan k0 n0
unnaav,AC167_S24A167P176, 176praa0apaa0 jhhakavaasaa ,jhhakavaasaa ,jhhakavaasaa,praa0apaa0 jhhakavaasaa
muraadaabaad,AC026_S24A026P170, 170praa0avi0 lougeekhurd kaksh  1,lougeekhurd ,lougeekhurd,praa0avi0 lougeekhurd
kaasagamj,AC101_S24A101P176, 176u0apraa൦aevi0abahataa k0anam0  1,bahataa ,bahataa,u0apraaaevi0abahataa k0anam0
jhhaamsee,AC224_S24A224P110, 110poorv maa.vidyaalay atharasuvaam bhaag  १,atharasuvaam ,atharasuvaam,poorv maavidyaalay atharasuvaam bhaag
vaaraanasee,AC387_S24A387P369, 369praa0apaa0 doomaree k0asam0  1,doomaree ,doomaree,praa0apaa0 doomaree k0asam0
kuseenagar,AC329_S24A329P014, 14praa0apaa0 gainahee jamgal kaksh-1 ,gainahee jamgal ,gainahee jamgal,praa0apaa0 gainahee jamgal kaksh1
etaa,AC106_S24A106P167, 167praa0apaa0amirjaapur serapur ,saraay neem ,saraay neem,praa0apaa0amirjaapur serapur
aajamagadh,AC343_S24A343P356, 356praa0apaa0 sakarakoolaa (k0asam0-2 ,amiliyaa ,amiliyaa,praa0apaa0 sakarakoolaa k0asam02
itaavaa,AC201_S24A201P068, 68praa0 paa0 mamgoopur kaksh-1 ,mamgoopur ,mamgoopur,praa0 paa0 mamgoopur kaksh1
pharrookhaabaad,AC193_S24A193P166, 166champathapur ,champathapur ,champathapur,champathapur
lalithapur,AC227_S24A227P434, 434praa0 paa0 dhoujaree ,dhoujaree ,dhoujaree,praa0 paa0 dhoujaree
gaajeepur,AC375_S24A375P247, 247em0ae0aech0ai0akaa0 gaajeepur (k0an03 ,gaajeepur ,gaajeepur,em0ae0aech0ai0akaa0 gaajeepur k0an03
mujaphpharanagar,AC016_S24A016P098, 98praathamik vidyaalay kam0anam0-3 kakaraalaa ,kakaraalaa ,kakaraalaa,praathamik vidyaalay kam0anam03 kakaraalaa
barelee,AC121_S24A121P328, 328praa൦ paa൦ narahee nouaa nagalaa HOA? ,naraheem nouaa nagalaa ,naraheem nouaa nagalaa,praa paa narahee nouaa nagalaa hoa
baaraabamkee,AC269_S24A269P408, 408praa൦avi൦ rasoolaabaad bihaareelaal Hat nam0  2,rasoolaabaad bihaaree ,rasoolaabaad bihaaree,praaavi rasoolaabaad bihaareelaal hat nam0
mirjaapur,AC399_S24A399P213, 213praa0avi0 pounee ,pounee ,pounee,praa0avi0 pounee
phiroojaabaad,AC096_S24A096P027, 27praa0 paa0 bhaganer k0 n0  2,bhaganer ,bhaganer,praa0 paa0 bhaganer k0 n0
raay barelee,AC183_S24A183P037, 37nevaadaa patatee ,nevaadaa pattee mu0 ,nevaadaa pattee mu0,nevaadaa patatee
merath,AC049_S24A049P382," 382prajnjaa jnjaan mandir skool gath rood merath, raadhaa goovind iamjeeniyarimg kaalej ke baraabar mem ",INO ,ino,prajnjaa jnjaan skool gath rood merath raadhaa goovind iamjeeniyarimg kaalej baraabar mem
phathehapur,AC240_S24A240P027, 27praa0 vi0 mavaeeyaa ,mavadaiyaa ,mavadaiyaa,praa0 vi0 mavaeeyaa
peeleebheeth,AC127_S24A127P140, 140sivapuriyaa ,sivapuriyaa ,sivapuriyaa,sivapuriyaa
sraavasthee,AC290_S24A290P022, 22manavariyaa boojhhaa ,manavariyaaboojhhaa ,manavariyaaboojhhaa,manavariyaa boojhhaa
barelee,AC124_S24A124P154, 154rikkee simh garls intar kaalej sahadaanaa k0anam൦൨ ,barelee ,barelee,rikkee simh garls intar kaalej sahadaanaa k0anam
mujaphpharanagar,AC015_S24A015P236, 236praathamik vidyaalay samoulee ,samoulee ,samoulee,praathamik vidyaalay samoulee
sahaaranapur,AC007_S24A007P046, 46praathamik vighaalay paschimee bhaag k0an0-1 ranthadhedee ,Yedst ,yedst,praathamik vighaalay paschimee bhaag k0an01 ranthadhedee
vaaraanasee,AC387_S24A387P360, 360poo൦amaa൦ajoo൦ahaa൦askool akharee k0asam03 ,akharee ,akharee,pooamaaajooahaaaskool akharee k0asam03
mathuraa,AC083_S24A083P123, 123praa൦avi൦n൦harajoo ,nainoopatatee ,nainoopatatee,praaavinharajoo
ilaahaabaad,AC259_S24A259P198, 198poorv maa0 vi0 -dighiyaa paschimee bhaag-2 ,dighiyaa ,dighiyaa,poorv maa0 vi0 dighiyaa paschimee bhaag2
saamalee,AC008_S24A008P203, 203praathamik vidyaalay k0 n0  2sahapath ,sahapath ,sahapath,praathamik vidyaalay k0 n0 2sahapath
santh kabeer nagar,AC313_S24A313P207, 207praa0avi0 paileekhaas kamaraa nam0  1,paileekhaas ,paileekhaas,praa0avi0 paileekhaas kamaraa nam0
baaraabamkee,AC270_S24A270P020, 20praa0avi0 saiphapur kaksh sam01 ,saiphapur ,saiphapur,praa0avi0 saiphapur sam01
merath,AC046_S24A046P293, 293kanyaa uchch praa0 vi0 k0an0  -2bijoulee ,bijoulee ,bijoulee,kanyaa praa0 vi0 k0an0 2bijoulee
bulandasahar,AC064_S24A064P401, 401kakood beejagoodaam k.n൑  1,kakood഼ dehaath ,kakood dehaath,kakood beejagoodaam kn
jhhaamsee,AC223_S24A223P155, 155ganesee sikshaa kaanvemt joo0 haa0 skool bhaag-2 ,jhhaaഁasee ,jhhaaasee,ganesee sikshaa kaanvemt joo0 haa0 skool bhaag2
unnaav,AC165_S24A165P041, 41praa0 vi0 bounaamaoo kaksh sam0-2 ,bounaamaoo ,bounaamaoo,praa0 vi0 bounaamaoo sam02
kheeree,AC139_S24A139P377, 377garadahaa ,garadahaa ,garadahaa,garadahaa
merath,AC044_S24A044P112, 112salaavaa intar kaalij salaavaa k0 sam0  2,salaavaa ,salaavaa,salaavaa intar kaalij salaavaa k0 sam0
aleegadh,AC071_S24A071P091, 91praaeemaree skool boodhaakaa k0anam0  2,boodh഼aakaa ,boodhaakaa,praaeemaree skool boodhaakaa k0anam0
mujaphpharanagar,AC013_S24A013P192, 192praathamik vidyaathray poorvee kamare se lagaa huaa kamaraa dathiyaanaa ,dathiyaanaa ,dathiyaanaa,praathamik vidyaathray poorvee kamare se lagaa huaa kamaraa dathiyaanaa
baaraabamkee,AC270_S24A270P129, 129poo.maa.vi kamiyaar ,kamiyaar ,kamiyaar,poomaavi kamiyaar
haradooee,AC160_S24A160P430, 430praanpaa൦ bahaloolapur k൦anam൦-൨ ,bahalaamlapur ,bahalaamlapur,praanpaa bahaloolapur kanam
NA,AC282_S24A282P421, 421poo0amaa0avi൦-lakshmanapur matehee k0anam൦-൧ ,NA,NA,poo0amaa0avilakshmanapur matehee k0anam
phathehapur,AC239_S24A239P269, 269praa0 paa0 kustheekalaa kaksh sam0  1,kuroostheekalaam ,kuroostheekalaam,praa0 paa0 kustheekalaa sam0
aagaraa,AC087_S24A087P017, 17navayug kanyaa joo0ahaa0 kaajeepaadaa FO n0  4,aagaraa ,aagaraa,navayug kanyaa joo0ahaa0 kaajeepaadaa fo n0
basthee,AC311_S24A311P180, 180praathamik vidyaalay barahaaa ,barahaaaam ,barahaaaam,praathamik vidyaalay barahaaa
baharaaich,AC284_S24A284P028, 28poo0amaa0avi൦-chougoodavaa navaabagamj nayaa bhavan k0an൦-൧ ,chougoodavaa ,chougoodavaa,poo0amaa0avichougoodavaa navaabagamj nayaa k0an
ilaahaabaad,AC262_S24A262P180, 180mahaboob alee haayar sekendaree skool stenalee rood kamaraa nam.-5 ,ilaahaabaad ,ilaahaabaad,mahaboob alee haayar sekendaree skool stenalee rood kamaraa nam5
haradooee,AC159_S24A159P020, 20joo0ahaa൦ jarouleeserapur k0anam൦  १,jaraalaa raarishur ,jaraalaa raarishur,joo0ahaa jarouleeserapur k0anam
