district_std,filename,ps_name_t13n,main_town_t13n,village_cand_1_std,village_cand_2_std
baharaaich,AC283_S24A283P227, 227p0amaa0avi൦-badhaiyaa kalaam k0anam൦-൧ ,bhavaniyaapur banaghasaree ,bhavaniyaapur banaghasaree,p0amaa0avibadhaiyaa kalaam k0anam
baaraabamkee,AC266_S24A266P088, 88praa0 vi0 mithavaaraa paschimee bhaag ,mithavaaraa ,mithavaaraa,praa0 vi0 mithavaaraa paschimee bhaag
saahajahaaapur,AC136_S24A136P388, 388praa0 skool nusarathapur urph baadeegaamv kaksh s൦  १,nusarathapur urph ,nusarathapur urph,praa0 skool nusarathapur urph baadeegaamv s
aagaraa,AC093_S24A093P229, 229praa0avi0athaaഁasapuraa k.n.1 ,thaasapuraa ,thaasapuraa,praa0avi0athaaasapuraa kn1
muraadaabaad,AC028_S24A028P093, 93sarasvathee mandir kataghar kaksh-1 ,muraadaabaad ,muraadaabaad,sarasvathee kataghar kaksh1
goutham buddh nagar,AC062_S24A062P198, 198agresan i0akaa0 daadaree k0an0  3,daadaree ,daadaree,agresan i0akaa0 daadaree k0an0
barelee,AC119_S24A119P001, 1rij൦ kaas൦ai൦ skool seesagadh k൦anam൦  १,seesagadh ,seesagadh,1rij kaasai skool seesagadh kanam
mujaphpharanagar,AC013_S24A013P225, 225jay bhaarath intar k൉alej dakshinee bhaag mem poorv kaa kamaraa nambar  5chhapaar ,chhapaar ,chhapaar,225jay bhaarath intar kalej dakshinee bhaag mem poorv kamaraa nambar 5chhapaar
badaayoom,AC114_S24A114P059, 59joo0ahaa0 skool simarraa bhoojapur k0anam0  2,simaraa bhoojapur ,simaraa bhoojapur,joo0ahaa0 skool simarraa bhoojapur k0anam0
kuseenagar,AC335_S24A335P063, 63praa0 paa0 gagaraaee kaksh-3 ,gamgaraaee ,gamgaraaee,praa0 paa0 gagaraaee kaksh3
haradooee,AC154_S24A154P076, 76praa0apaa൦ malikaapur ,NA,NA,praa0apaa malikaapur
bulandasahar,AC066_S24A066P377, 377gesoopur praaeemaree skool k0 nam0-2 ,gesoopur ,gesoopur,gesoopur praaeemaree skool k0 nam02
haatharas,AC080_S24A080P317, 317praa0 paa0 baravaanaa k0an0  02,barabaanaa ,barabaanaa,praa0 paa0 baravaanaa k0an0 02
NA,AC282_S24A282P301, 301praa0avi൦-paragahavaa k0anam൦-൧ ,NA,NA,praa0aviparagahavaa k0anam
chandoulee,AC380_S24A380P278, 278joo൦ haa൦ skool baburee kaksh sam൦൩ ,baburee ,baburee,278joo haa skool baburee sam
mahaaraajagamj,AC317_S24A317P007, 7raadhaa ku0ai0akaa0ath6atheebaaree kamaraa nam0-4 ,ththeebaaree ,ththeebaaree,raadhaa ku0ai0akaa0ath6atheebaaree kamaraa nam04
bhadoohee,AC393_S24A393P235, 235praa0avi0 duhiyaaഁ k0asam0-1 ,daaneepattee uparavaar ,daaneepattee uparavaar,praa0avi0 duhiyaa k0asam01
vaaraanasee,AC391_S24A391P107, 107joo0 haa0 skool ghoosilaa ,Gag ,gag,joo0 haa0 skool ghoosilaa
ilaahaabaad,AC259_S24A259P271, 271praa0avi0-payaagapur u0abhaag ,payaagapur ,payaagapur,praa0avi0payaagapur u0abhaag
phaijaabaad,AC275_S24A275P125, 125audyoogik prasikshan samsthaan phaijaabaad kaksh sakhyaa-2 ,phaijaabaad ,phaijaabaad,audyoogik prasikshan samsthaan phaijaabaad sakhyaa2
